"l","m","n","a","omega1"
2,1,0,0.91,"0.207258394768328709066960224835410477549453236494402137858141446024 - 0.057825263670565735609830549652931265530614078262855357445029849867i"
2,1,0,0.92,"0.201515019033962318103497046240302650606198201716944248124792657689 - 0.071939316288671734618461291098441581219383425473524516461728871664i"
2,1,0,0.93,"0.194102705470933570964203535539427734657135396306454036123040164581 - 0.089907674745660497297435662558340591320119193620528184650502746516i"
2,1,0,0.94,"0.184715468837587295874876240038396102456404661741551310279670427614 - 0.11319748204829071328055175464479640920844030539753552039817774172i"
2,1,0,0.95,"0.173090165665281887994489214150608064989543837734956558230563140209 - 0.144036096603598740322634915425301942255317337140278196409690168731i"
2,1,0,0.96,"0.159197896916133432039524365625954111346759950218154036414549882539 - 0.185915270598713286925854605928437081008591412100749500217405938904i"
2,1,0,0.97,"0.14376446162033686397554704657069187219210042073403545477910912387 - 0.244466476129917516458613881516541808672576821640502726313060286186i"
2,1,0,0.98,"0.129493633775883968139724982762134810436618040780897836413242115522 - 0.328869630410714122302806850003126391730372452479608514697388005245i"
2,1,0,0.99,"0.12155076604866298005815572968089579159323236141880299723555619655 - 0.45452633351009642699012975861864288294384735078000228987356014861i"
2,2,0,0.05,"0.11217008434746055676967328419721594533280224949958374635094484655868 + 0.00798920978275898942247425052763475648156179996465553978534194343971i"
2,2,0,0.1,"0.12027462735299885750197384920162076210739387236202748140068763051446 + 0.0081526955827055672314792849733264867183100043517828602298969588486i"
2,2,0,0.15,"0.12881471537557695293810777084187145760050154465307267010562123546798 + 0.00833222200445513555651952153378102952360045188621236649228827123708i"
2,2,0,0.2,"0.13781476961426033198412410390472511117980009314321476535408478645365 + 0.00851500462400855079098484202791906615703772613299649825305460230077i"
2,2,0,0.25,"0.14729480852924774778799234520388289922400234068323659349943230960819 + 0.00868128744781323294462903801205060000261339188722823107978268560419i"
2,2,0,0.3,"0.15726637842886976533343890860678343889647666382560456339060852360921 + 0.00880120101332436220703162804066914402830859435564262818102703989159i"
2,2,0,0.35,"0.16772573963704944018564471323919876622257567744442303994007895759977 + 0.00882990308063933172577843563615210956988455047502497865252153745231i"
2,2,0,0.4,"0.178642325271731903333081571324758942964018249237071048747884014893 + 0.0086999046205501264398043363307773728827825552076480356849233856996i"
2,2,0,0.45,"0.1899388386392866439369508538221074710936166504724892452848374009463 + 0.0083086341697329603499865433330777530875594743321279086826693537083i"
2,2,0,0.5,"0.201456077685897451474757945020250999105768022756195630821195207579 + 0.0074976477721613652826284196678507788966066583125217494900178394658i"
2,2,0,0.55,"0.2128887512002427486815427042287910828468668394145920254900686667237 + 0.0060165419683139958167152540637130216619885572116947723161256905201i"
2,2,0,0.6,"0.2236635181423603760293287073101538798786859393739251175519092828164 + 0.0034573997940128759197802538802160641231510047873891829523163266162i"
2,2,0,0.65,"0.2326950234682369185745723076905765263544540194850100711342605447099 - 0.0008711271055367616714960327442652931799101954853757245557837887554i"
2,2,0,0.7,"0.2378647456856864637084747561696738875666408775888423982366368907364 - 0.0082031864247507682327317566445911210892630025743915752342802154255i"
2,2,0,0.75,"0.2348080048455998662023706706152904182084454404619080517589159850346 - 0.0209002387024180596688354007774215816433487435192662110679954844866i"
2,2,0,0.8,"0.2137436375853970129904199356011877538827477548350768234022472937473 - 0.0439368175610309922420978070803216645735623266635525252552848506949i"
2,2,0,0.85,"0.1496956293444023730127818461149601699561050625565129743807456834545 - 0.0893808348227818101709479762465945092180241177213162326372973868899i"
2,2,0,0.9,"-0.0366154519921787376528604994071062060102790955720327018061430356944 - 0.1940415149419585910861794976549249495674579943235337306663174525513i"
2,2,0,0.91,"-0.10812255789553635416667119524097047454930527346576922743267895869 - 0.231002059798392092131647219363006005787790985328009143223298081507i"
2,2,0,0.92,"-0.201272019624298439192570106553279573072813682993038382654353120587 - 0.277934423439828910043637278606737350985313778267026382888235311251i"
2,2,0,0.93,"-0.325205318884641716691844245810244144609897087296413247811523104232 - 0.33897215386309610344988193094734260154233470879499971712516324755i"
2,2,0,0.94,"-0.494738120902291679658841507115121704854471426972643200828832576904 - 0.420826984930006621000802138510486706730927802966718303364273741778i"
2,2,0,0.95,"-0.73552435082731880939546324145327974043679417179732875874411174413 - 0.53516774077859671161643926942083631829866119207411914836555771336i"
2,2,0,0.96,"-1.09617753784256022145162544582294780613414568050784022379145111421 - 0.70426153555552300736124984075900195831310856085456252264870312244i"
2,2,0,0.97,"-1.68173708559033031808982400079891680298279452784576057971068272665 - 0.97676100165170518672351121228251457679238278154362911006265027798i"
2,2,0,0.98,"-2.7727544955113838343958393646959354791671393156976975388922038542 - 1.4849399605065875288129091356875937905353408135791013647729283977i"
2,2,0,0.99,"-5.5118235848739195472500465189482448710433763213219646686774195843 - 2.7842404215144543285781829502260141124180166775513756646766169683i"
3,-3,0,0.05,"0.13028295570285285338700255150065934042040406406754331691381467897472 + 0.00780761963947216010845306938841210982612383381750140175634725850833i"
3,-3,0,0.1,"0.12022573631358861217121616352689380601718392294478513839832349256603 + 0.00759389741511753706496357455363436602364835290325054954847622144574i"
3,-3,0,0.15,"0.1106945602846301924367064957099666155113476252191078449015079055338 + 0.00740258067391109087274282663036127589136525901167020833356024538036i"
3,-3,0,0.2,"0.10165645987122359507161508792511144048578859912882886993060443484737 + 0.0072335179189505559353918401660734959118360561930395106729440284894i"
3,-3,0,0.25,"0.09308039568835053502929784073064662530816388513488001495019624245691 + 0.00708542618788421412518609445773010090750998505684607452819413878802i"
3,-3,0,0.3,"0.08493731724701881304184118600947147854193594306938424190617193208301 + 0.00695615633894916643380278281401132993793486981888042588238000941746i"
3,-3,0,0.35,"0.07720010657820238477268009551247169906216933924227792102748185657959 + 0.00684287843388296737572133552890432995221074322909308443290737462151i"
3,-3,0,0.4,"0.06984342748640761808453211740353605597975913300705256567239170851439 + 0.00674220739704679479161667803951862616370807289812417895053518402285i"
3,-3,0,0.45,"0.06284347933167995287268273414458398402500938728507314024654719552444 + 0.0066502797282189185540661929022468379902976657928262254901173816067i"
3,-3,0,0.5,"0.05617762822243266823949526679083763098744852309556290583288993295604 + 0.00656278233155108013116813770580153940572298039816414041237512854599i"
3,-3,0,0.55,"0.04982385187411282885224020834965779433945954108053706336410824649832 + 0.00647492137099313087821190637227204431085006717095553835557662103857i"
3,-3,0,0.6,"0.04375987242579363869860343438379716310437108593217871234999125581182 + 0.00638129695214248812734697010155366465924190813164338087497057427295i"
3,-3,0,0.65,"0.0379617326653986987581889098364422404622130006624445127112070494902 + 0.00627560666095462814693469300755167136603185413716657691197942078847i"
3,-3,0,0.7,"0.03240131900446810317086211734751791983620072649610140216748177012477 + 0.00615000932248425088172494371651501323336443832668070327296637889705i"
3,-3,0,0.75,"0.02704174208412968106684666938506508915293188246154748788232465983516 + 0.00599376263615020845589794546447611123847858719450754169364995740932i"
3,-3,0,0.8,"0.02182791341536995635024716257477931138420304004721294735355687938848 + 0.00579016140608106454773845448664944125935331479527154062570055333105i"
3,-3,0,0.85,"0.01666475686632256342255605296230737598026205323395395129085129066472 + 0.00550892546612779636141344855884134486743237309309345827663916663572i"
3,-3,0,0.9,"0.0113561780699536423227264989378989347830133352747463980297424596064 + 0.00508347495087519750283927300036748353306516032852003263422095343352i"
3,-3,0,0.91,"0.01024261033463647162454784013617715752922333940745528642985777010781 + 0.00496873947788637718626353868075375557360199208745751267748482953267i"
3,-3,0,0.92,"0.00909820400367124150712757578447977898553598889988522294567409218269 + 0.00483903291085653513001659301696914373524886616798317116863990390232i"
3,-3,0,0.93,"0.0079133215092986006130189739984303945231099339117519135038526871816 + 0.0046906030729807520679225613209385634214164691549328720049617612212i"
3,-3,0,0.94,"0.00667463943958186006787273271533031697679428742600467473102392831885 + 0.00451813638452903453716529666613313611883715261280544975281092434304i"
3,-3,0,0.95,"0.0053628918618142124421345778022975385686783533020860841817800373324 + 0.00431374145715343421873721081720142749082059714429006990824728390368i"
3,-3,0,0.96,"0.00394845637180247083324191706887233962071756497868467053035243227555 + 0.00406491592024815016264882485031973986489996806230846731200837587496i"
3,-3,0,0.97,"0.00238153501756215581698083518243886114875016732765160582654212370377 + 0.00374991276673519649190573355731020332442038297951503273999976790413i"
3,-3,0,0.98,"0.0005655282212878525347822393278752433485984717977502921317063132584 + 0.00332484042616484245883608106727586684911165542868158207805291909352i"
3,-3,0,0.99,"-0.0017465630542479751373920320334579547183060825399287033410765145056 + 0.0026719668541707302224938743664509304726582717414035681047685334873i"
3,-2,0,0.05,"0.13385584458705485807474138787970918262279620593772700067956481180458 + 0.00790303336290469262541134940086610229660669483688271353474964910095i"
3,-2,0,0.1,"0.12723909515818826848449180243726020453480633589563449905001574405076 + 0.0078127064303727638883395835147477660262818166029279486131589342989i"
3,-2,0,0.15,"0.12100963233278646475154533692396589596577953124859375254619797365571 + 0.00777351267524280229564897968930558894917105128827739852004137874382i"
3,-2,0,0.2,"0.11512835927844279742406744704896938823044491604118644506302399341429 + 0.00778666287356727457704590686714103182177051044801568013218992761827i"
3,-2,0,0.25,"0.10955743830855450251611362179967847051934802582856152396109662669258 + 0.00785257774077364436857359098823726533387821230454191812492943305827i"
3,-2,0,0.3,"0.10425957081871915605026285440989331587271259191154023636478959103225 + 0.00797089606631964727187411935062072543685877235214389164545504570007i"
3,-2,0,0.35,"0.09919717745838939740952230080462875092832660092274393603515310229675 + 0.00814039135759671905284686335574744539754306184762309962853788348313i"
3,-2,0,0.4,"0.09433142707074948434798110579525629201462828124016043557522496816338 + 0.00835878726651323422306811171433147035927007536192867963694509485421i"
3,-2,0,0.45,"0.08962103206252013279559175285689469748500615826535203945589821002177 + 0.00862244762773599195079123132268200799576934934752406018192831914305i"
3,-2,0,0.5,"0.08502067738201558004969766483619317296032289115755717209195837483831 + 0.00892589644288697843925041842814859222390046000225099627593956587131i"
3,-2,0,0.55,"0.08047886121114801512345371995598949137568934282536669986608279010044 + 0.00926108993308921831396630599603793100074601989395995227822978475934i"
3,-2,0,0.6,"0.0759347582427852818541692955334071032159018617986988321014598854642 + 0.00961630324673908766441026988991373469640530495964845633028797915858i"
3,-2,0,0.65,"0.07131338185863012992514852216130547107464271725329121663335970166084 + 0.00997437781988228616870884360620919942336903522168438449787932217256i"
3,-2,0,0.7,"0.06651760127335350352066793135546766719480590066140150120986423231004 + 0.01030982548223391726782652723705192738003860562004871605244933112348i"
3,-2,0,0.75,"0.06141387199456859575501222018566670472603582001812776418375748961875 + 0.01058369181390095494680632121293066787947536691447015916899805148304i"
3,-2,0,0.8,"0.05580403596679507596212844285998104126926250861631787688771344077277 + 0.01073348173991349793994814225535268782702199719383174763898855706523i"
3,-2,0,0.85,"0.04936150951864502751119091971126651732246735821878854536531009544432 + 0.01065035342838642319760503525394673101691518522306571967215985212992i"
3,-2,0,0.9,"0.04145440721410580104367020735692980431316532205608822357965454943726 + 0.0101149993496268664389961689019868928433660929458944885149887916126i"
3,-2,0,0.91,"0.0395910342318870117886589725568223672932502704545563416904644319557 + 0.0099158204465186412560164437130277422938476186806180561929333783226i"
3,-2,0,0.92,"0.0375927821550899410316383209173886924658424328943211196873699635761 + 0.0096710651857199229345282598660370954488718523401803772686656638723i"
3,-2,0,0.93,"0.035430845774789926131058121450113313813540053305158849735072280147 + 0.0093700805076543530811646734839831054546507725906093257334947459073i"
3,-2,0,0.94,"0.0330654803446236592849520060706481954242429418461649724783355825299 + 0.0089979985361503517605865830539247911127628584774091417761631534922i"
3,-2,0,0.95,"0.0304391714157889647869767468745236340825810079880792011950076218928 + 0.0085330241023025546586548124472738684425064815628770013851389910058i"
3,-2,0,0.96,"0.0274631443745710632828206748857410990969276820875782365425835696392 + 0.0079410179872941392277335912713916195374253612147808238688472372454i"
3,-2,0,0.97,"0.0239870347807057680218769452299185314364032607713232375809128850285 + 0.0071631763911724103321799434473366238818440465876586349936975214116i"
3,-2,0,0.98,"0.0197157203803647242630949770520767918716142407982382182723393873021 + 0.0060818247040620735036221392317573791482581974178121849909228110477i"
3,-2,0,0.99,"0.013882051211843927797047850909515167880810706242371641863581781683 + 0.004383956663031256280207229047024095505042112754166161231570969602i"
3,-1,0,0.05,"0.13745767090753199492923373359155493020592982009396716995708080638822 + 0.00799270675239796528368642470827587420962051261595588943532922555277i"
3,-1,0,0.1,"0.13438252274379150706199484552089127165256435604605446539582575791921 + 0.00800827405058606029876843540488220819286038055946752337910370787262i"
3,-1,0,0.15,"0.1316469262190795865014612839150993483317273659682013759046362671433 + 0.00809208548207250459880161065913938489217347585726611441660954472544i"
3,-1,0,0.2,"0.12922170173801172351992073909176469270942259425432851924877576154666 + 0.00824770686040922901385541846734188667308810470692988590386515657132i"
3,-1,0,0.25,"0.12707614083169696600103326012689563473971414632464048516008273356458 + 0.00847924512307856618292424280839321708721811700320989621361973656706i"
3,-1,0,0.3,"0.12517687494039176717344824827883979112476921865671049615286043522732 + 0.00879126676080868597428544181869936542157062043443781636429635681344i"
3,-1,0,0.35,"0.12348637914118716641946610853375585921670319880075998622776092614629 + 0.00918863796139323823309103068543833222090720991263470619468689529202i"
3,-1,0,0.4,"0.12196095472898032885910829566470120945709470032895093134898134581869 + 0.00967623666847460332309926494747736052207456033110742897750923115461i"
3,-1,0,0.45,"0.12054794662354022358957566221585670970012870687220818158325999601065 + 0.01025845110272461680146401267860337677830973889458809447842427301662i"
3,-1,0,0.5,"0.11918180726684845342802082150120385102365816545446623134138338601276 + 0.01093831710701482462693207542093431389598003041944947800676927274767i"
3,-1,0,0.55,"0.11777837012912731363755837710827651062383390663181986331516670942041 + 0.01171603394598680364384642035238626569332628747709192984788045694602i"
3,-1,0,0.6,"0.11622624523529514590868434471698638185522263624269016460552907637697 + 0.01258638531118262695302225689767404937392009391632162808470248064906i"
3,-1,0,0.65,"0.11437338078435395457982459716449614386938900906514483722468703158936 + 0.01353417016362590318095480107443435656483980350515816860791075785097i"
3,-1,0,0.7,"0.11200503198930905445222551438692843699464461693999838012833732146133 + 0.01452585741985327797153254940045261711507283300001516777067137822563i"
3,-1,0,0.75,"0.1088052606222141315755303578196857464826684583181301480183343586504 + 0.0154936383614341682405106721526048103387270862817650351375746614008i"
3,-1,0,0.8,"0.104283435319620368299967581588185226375833411177947888485238470814 + 0.0163028176549269123773711303538505169534213827102386765977288209387i"
3,-1,0,0.85,"0.09761453269050746560913262225800775807770371430524470884701726253733 + 0.01667769159881190030335888053618196632273289363358274018723987540505i"
3,-1,0,0.9,"0.0872134979667449274269506877481684833628599647164144724612014020685 + 0.0159999461952616290016489901103556006079802312930229339068947990071i"
3,-1,0,0.91,"0.0844240608561765106442662618439247332126586394388314306328456925466 + 0.0156270953233615607642894934285386517762122603596686115869280871249i"
3,-1,0,0.92,"0.0812994563267222922486849283474301586061562199235151729047858362001 + 0.0151312821719635651435077937538307037816404612604160644649507955899i"
3,-1,0,0.93,"0.0777710973518493133562648442781261133853276603962026344786367186244 + 0.0144813522443592637254364118242651855834976235668878047049284029046i"
3,-1,0,0.94,"0.0737451067273394426563594746656212681078741007293800346553804190892 + 0.0136342436252455585342652156144165494514838922412434826757014830608i"
3,-1,0,0.95,"0.0690866792433596842321240557380403243221768853161873414781565631569 + 0.012527617576724961582118184212118856418817568942477941637023789999i"
3,-1,0,0.96,"0.0635892291950332851646334959659417382416511822109046729146164699285 + 0.0110653067120449319045137787551400753036119234533103524949753446005i"
3,-1,0,0.97,"0.0569050924621689369419098526897454290539548916354020990739177687576 + 0.0090845827253175870215732064900351412037315589067954837301076405516i"
3,-1,0,0.98,"0.0483556705023922896041257508769628645666720489660441465069218445551 + 0.0062662944063971943724953605878162942930538158723433570427327377268i"
3,-1,0,0.99,"0.036185104395462580939028748627619405844957079991425350328959718754 + 0.001780639356416181489356150746720620585261691087635803649831816041i"
3,0,0,0.05,"0.14108661262082184701511000696472038482727974922970144459497800072224 + 0.00807664611214822642511953545904240805736283663762804487774417518369i"
3,0,0,0.1,"0.14164325922663101305807379767833615307838644038351888941617852349799 + 0.00818010843530433894568795929693734778083364803202138320037445231243i"
3,0,0,0.15,"0.14256911288776785099571476658117310164169283728622673777643255909016 + 0.00835487396357131555043128157357161959382407579432403996591988434799i"
3,0,0,0.2,"0.14386088407179814472215329151532707908841359894864883716494357797917 + 0.00860446527220563472129998006711015270767100026294450938904169858308i"
3,0,0,0.25,"0.14551299192159331975932260659029989996472121803721560162008867522066 + 0.00893386467141881728189193730848505582338448038929015547569632351517i"
3,0,0,0.3,"0.14751641449374168228420665348534754912306712715205894438888131150825 + 0.00934953879511727003821343779486795613134153202710730964812598544491i"
3,0,0,0.35,"0.14985692008534109004792773374547220081192879712395369345153307038314 + 0.0098594208966327011621322952794214219608170047465337012784686394417i"
3,0,0,0.4,"0.15251237539688049574636392848630685092849730552591294387857681362847 + 0.01047278721854224536213335797674978222431522729362740689214811255961i"
3,0,0,0.45,"0.15544862845510484779893519377595990598065453193842053778474562075323 + 0.01119990553313763670818504852420931620341358846838072454801286089504i"
3,0,0,0.5,"0.15861312213042328476671892750263839818908696561480839615246123386479 + 0.01205121922313706629534750701575000284130436128982788948814664608874i"
3,0,0,0.55,"0.16192477806142397903020984466587878369794870836551969101080111972811 + 0.01303559762866816711969012784372854543868740474363715014443244323069i"
3,0,0,0.6,"0.1652575312400630254556295012893555234666752337178524111047736137329 + 0.0141566939156163814994001720016172205868808001266497668315966647538i"
3,0,0,0.65,"0.1684125969777551982526686983416856073812447256359743494600735011509 + 0.0154053733586212746814818724496659774758829618626908122930197536147i"
3,0,0,0.7,"0.1710696991372841203894831194996812497940578623761042565443476356834 + 0.0167436579082875056086567947883324779737345378350350429874674332559i"
3,0,0,0.75,"0.1726963891005268138220204609931730141513606334795228813784820182644 + 0.0180693091360808263280110578420162723421800276671293236186452038015i"
3,0,0,0.8,"0.1723663437529034731033917856341582239725142111005962911074728057452 + 0.0191326683690000084358318249399691572115009669830688139274458022084i"
3,0,0,0.85,"0.1683539407656115485218600193626544835736970440607707941107005638709 + 0.0193219426495194225633906620885448204618782978419183069277907628532i"
3,0,0,0.9,"0.1570593308375887716503045458011725692895097571934849633250659735348 + 0.0170173508143240534309444525706965795750045214217197750135968838232i"
3,0,0,0.91,"0.1533094836977192988355399659053342540542917268512325686263722080956 + 0.0159350903720863631950866156565003369420916584614647510642935154161i"
3,0,0,0.92,"0.1488268399621240772863353954863485900788489369172272825301891062081 + 0.0145108100321336963260059629743662155953612269373581641531928903528i"
3,0,0,0.93,"0.1434479918297989399720948115153296579302391305346114845078451538528 + 0.0126460457786512897915062834618202230912098546241787842500133668339i"
3,0,0,0.94,"0.1369505209103550089674983329958774371195510822215543937941135721077 + 0.0102035906986414467633732417115032500772830601288222300042053115807i"
3,0,0,0.95,"0.129017591120716947371596219387902734465030306339492327384759689779 + 0.0069844141209515950124119826810329191337090678447463297041103805378i"
3,0,0,0.96,"0.1191685521977609567442590599379643356748357821250199203591159568115 + 0.0026830466115651042717270194963755424763272733776026018700136268937i"
3,0,0,0.97,"0.106603932571546337088687315915600154911436719245921264916896194193 - 0.003210578791215508564798135066023594675545158870661951803226835878i"
3,0,0,0.98,"0.089782808826909158377740104258495950974895869877440767277829616226 - 0.011674636662725952340119598144376544537958098669857043213177152686i"
3,0,0,0.99,"0.06476908655236158097127638463145099907085438871931206236484725999 - 0.0251707379846588093833764278273767156467846701830649225724816523i"
3,1,0,0.05,"0.14474068513459059994336291974699090260796818715899804231864558721095 + 0.0081549016569287123482460756592234822437238277514218013758398468933i"
3,1,0,0.1,"0.14900606103388631184972219300081908473030775741687222846721136153906 + 0.0083283506062560716284143138399520526512339288225797139375922421635i"
3,1,0,0.15,"0.15372680433841302055719512078859042415719158204048872354645823926159 + 0.00856131171342792170687475602485738002555704528738131954545355575827i"
3,1,0,0.2,"0.15893360424855830004474704177366306124952290563402124597905150446487 + 0.00885269962679514486527271213236296195441828910624056054607128523305i"
3,1,0,0.25,"0.16465787674357931670566427527980574058709732933367736145405058799901 + 0.00920156063076500540569806180510414542421621548325346217515816696385i"
3,1,0,0.3,"0.17093117120144524481695198838214669700880207395439898720926701566066 + 0.00960671841373063255999020939164676567853956612182868548725675385884i"
3,1,0,0.35,"0.17778390501338370079595783679302187402184759813992260979726256579031 + 0.01006616627058928453366311377666521885695218453901496720468319153202i"
3,1,0,0.4,"0.18524298394559841452392466032637426405405139496930875245537245382232 + 0.01057600951081798741039184360650240807091095628809273922795041216724i"
3,1,0,0.45,"0.1933275233361993156779803793962680515990889160144481573542252980336 + 0.0111285936953187395427164228605464681042764299500597515327328158038i"
3,1,0,0.5,"0.2020412468796238146758625130515671375753632669067406844476086887989 + 0.0117091213748818467039414774716530627707730219426936930763490161995i"
3,1,0,0.55,"0.211358903473935672206681472781198840593261709987382968666892589464 + 0.0122893721997671670527357021182983662155443140398711199785389871696i"
3,1,0,0.6,"0.2212015395077507468074638050274131330948916289144480706222102835965 + 0.0128156482986215639109768222041092661029252748012003588443804420422i"
3,1,0,0.65,"0.2313901234433552104518454184117426437657528169268458531275253393611 + 0.01318462897159537776439398153255768601001748775895930635416173977i"
3,1,0,0.7,"0.2415548834245733607077896792233422508290189803210288954094715000152 + 0.0131923138131911253071234851902492533526765826330657431819908832092i"
3,1,0,0.75,"0.2509479135841995816218937394412679817544222966204550337020468213941 + 0.0124182354070266204989679328326588520788132616854793274174205703763i"
3,1,0,0.8,"0.2580258499382552916678857165199883057080040491322177150550780509663 + 0.00993746026360223534193763925772383616172329188978392638135674841i"
3,1,0,0.85,"0.2594203250665960999749072506897617164877600121066454273074741123523 + 0.0035075646594811334877273101915632697951636001305107751804669372743i"
3,1,0,0.9,"0.246989590780523117162191222291197495222722781405348478127010831162 - 0.013191345035872404634701375687965644417887936806822782060709018343i"
3,1,0,0.91,"0.241320849620602881818907255099065375994500372336652196851268543236 - 0.019118562602987941417040702130997855138332242798407001778306731221i"
3,1,0,0.92,"0.233984209500971177496198651863323694878986415623627635626785693435 - 0.026514438607284639467221304244303858101939418010031253444976002193i"
3,1,0,0.93,"0.224555585501849316955290851279109148106480282157595478198594196629 - 0.035842001776273390454923227438345395442098792661088776788755497397i"
3,1,0,0.94,"0.212462428798731390764049066479450418217382083996133137978168519361 - 0.047760680575398408814280043215546289761977363669844218761563600446i"
3,1,0,0.95,"0.196903492200033546350909299486345486835673122618199000067347252896 - 0.06324069458835909819089898197079819867913363772444539517151091079i"
3,1,0,0.96,"0.176695026681729865546953673776632360437359038984992640725874433172 - 0.083773329764118843807085025487509664627233530598171906522768706854i"
3,1,0,0.97,"0.149926349626528233863993256482139162622065340298058920621670547306 - 0.111804145112571902427099825015863112812267888122475706695357789767i"
3,1,0,0.98,"0.112992147662416959963575055816578847345202926155111469703975766939 - 0.151815898275193476476610061650385938167550690805323535996534331105i"
3,1,0,0.99,"0.05663818226857196332817162967884407360801461346782312019254130773 - 0.21425014293981260405896111082374953542727425580035966840247124905i"
3,2,0,0.05,"0.14841773249360275028728753637138723789739080892292273657537623198753 + 0.00822757207621162543445822319634784639884009593397914842757048279031i"
3,2,0,0.1,"0.15645292372608111535440370647217264110101810950779268136823074824097 + 0.00845391832308873433399242528976562351621435078217031788745913906824i"
3,2,0,0.15,"0.16505647187651606360104105799785019863174876586158632943878382723404 + 0.00871477380684565898725340926748680158709435745086307215635156990287i"
3,2,0,0.2,"0.17428212328864583780242147670962584900280091029688687699861090850402 + 0.00900066654229200199153230097224151252064231078404746017843139595646i"
3,2,0,0.25,"0.18418731984648128193569008282947228555675670747167010203320668749902 + 0.00929806916498623403070116403260589913662708342003981083358775155021i"
3,2,0,0.3,"0.19483259312777127787980665232522141624528633209444454052515090849233 + 0.00958751028825505480985788326987939544233031691551979852087627538805i"
3,2,0,0.35,"0.20627991583672430373769963127827621374406856361427288765579226690318 + 0.00984064649199905205391405830620528719459600653970529739329468490038i"
3,2,0,0.4,"0.2185891262737136995774597125332980748575583356294466678489729626704 + 0.0100156200744153561645683868950182435129736988192226990319612510031i"
3,2,0,0.45,"0.231810754096832569055483903809210970452179678909614254792283531345 + 0.0100494934749182768241800453833744215610139533889602350455384614592i"
3,2,0,0.5,"0.2459719991631143789014500224060940843070342240358327534259430551478 + 0.0098455062763451868410399930113590175382596539477465592024484226482i"
3,2,0,0.55,"0.2610493234253876217679654992416509673581438249029063842512895600615 + 0.0092507514805110468723934161757484161373287651235857069501225961496i"
3,2,0,0.6,"0.2769138847538088642744085524618501234478830661963046652209962194227 + 0.008015179613398559568128634175583152580914521436679621664171741434i"
3,2,0,0.65,"0.2932191460951733491429717459398971448065681591080683550499125403308 + 0.0057118673111329474142490309798748755994405263721302437948949003333i"
3,2,0,0.7,"0.3091573875843738866177180938744905376919803841955965932057801075131 + 0.0015705031702635601461780143692085833246107053124197531543012713022i"
3,2,0,0.75,"0.3228935260525693200136567291081806843155629665422921057926885014448 - 0.0059034706241454148779753244633091265001337004717166966138858877236i"
3,2,0,0.8,"0.3301119175477911707660862824475030643885838291178558261177406434316 - 0.0199117378388683311523739059753097144658008912589515567571803925662i"
3,2,0,0.85,"0.3197164867147022741267036560479609419264019568490383284158669999513 - 0.0483688672274573980726214729893157096310829697452007988007847007592i"
3,2,0,0.9,"0.257981490466769808136057267603918114295596355802516127345551904557 - 0.115849201285620743984305042129624547044984456284266591454753222312i"
3,2,0,0.91,"0.231677669228326916409501336498797844366110146027512406868871614928 - 0.140029210064972384403320429600448535423744685316641276134804025973i"
3,2,0,0.92,"0.196950521810723179219389846354268119281607037361804402013980071039 - 0.170881966281945240396148780782049487386848468103993718586963551613i"
3,2,0,0.93,"0.150690851525400565811375801174965130221954764422206993451799966112 - 0.211167343050293851318270379142835456342459276094428989160230380165i"
3,2,0,0.94,"0.08819814874464344475781285350349340933346610171492097676692886593 - 0.265324640980340954337644209598045804120085573572978085381044723682i"
3,2,0,0.95,"0.002046896407539260358342375073762923399919816735172916357945280306 - 0.340952434523480222039278775139346952769957762967879418077886370491i"
3,2,0,0.96,"-0.120153136121831001255792226974453077092896055759837070812410296487 - 0.452179893958905812849573624436911773361954802398647861120418261162i"
3,2,0,0.97,"-0.30051819474218269187121338091908198420242072494546368463471150543 - 0.62852125015111477341615348183231344697926490218404546281601221277i"
3,2,0,0.98,"-0.58142238532979396393329802596014047442253763577236789789292715417 - 0.94353264180310251706125481810280326300209242610895368769803963912i"
3,2,0,0.99,"-1.037471394135571960875886850888760155195223496541135195038420147 - 1.6446630270266527744759610279749646451814063228647700302447075001i"
3,3,0,0.05,"0.15211541807064457821874362219741015336968525464802619472428181397457 + 0.00829480932420584908011334272116120861417922923625208778745553344836i"
3,3,0,0.1,"0.16396277287422940399773137503921279602994390424704781938649443716809 + 0.00855866460035379060070758339368019600291055780928321636750155733344i"
3,3,0,0.15,"0.17647799418259255106991652819661020046382190660536589862781957235615 + 0.00882382990005785859738005043263590503398213685141300138122709869266i"
3,3,0,0.2,"0.18969239988211786279465194560362548217925144864488540105603778396871 + 0.00907465315400388355408643382093504660566761971744710815529204259196i"
3,3,0,0.25,"0.20362937153269424503039922543667742272350409625650830347045304636454 + 0.00928757815992456013764093530709990727967007788352158314957990983805i"
3,3,0,0.3,"0.2182973853060996429677972414619909931619335092739052029133372338433 + 0.0094275746927808471929938084782046560443722783496818133772997999226i"
3,3,0,0.35,"0.2336784015555231857558872097226234771693640207681464398727171232761 + 0.0094426780589881758056577488055744920943957077419438403680093034291i"
3,3,0,0.4,"0.2497082647528423578853808327194060948109460301505571334060641511908 + 0.0092554480074930798276757743693057829150389380684773311925384772051i"
3,3,0,0.45,"0.2662429707003481927938903487341088661991734089086305027744777063734 + 0.0087492520577033164567212565625060045288169229253040180242388868291i"
3,3,0,0.5,"0.2829991009710604235273421334215106463838997599384848738601147988074 + 0.0077455387579766007987435207406338416707833410545537090825386251862i"
