"l","m","n","a","omega1"
4,3,0,0.15,"0.21384400339307206509843290455775965140050260670432101401182200584887 + 0.00893707142604596387004798234526889381156098770925261979435744341049i"
4,3,0,0.2,"0.22730747887709928342462979237272148544930971337717529374818941826457 + 0.00925609771038870133814082818294066128823043333723061640315709233451i"
4,3,0,0.25,"0.24170654763112415928583312090099200826186690053304449300041842388008 + 0.00956829561553379806884178123026277444043385835129669369984534687515i"
4,3,0,0.3,"0.2571179517487705255049553815846509618397462041279503593381957657038 + 0.0098468324525605519914757707108737788256417290670322243075253266068i"
4,3,0,0.35,"0.2736166559601484318495820411853644558593471070145743504242960865626 + 0.0100523912451892631161545664280889090743001224071045714038433099155i"
4,3,0,0.4,"0.2912682150199234411739351985679647480323465791361401953210480490727 + 0.0101268006836204232502329570279028668110267552280815220182374007431i"
4,3,0,0.45,"0.3101141719444310498176126630320396834645404458384852925514314278796 + 0.0099827322216937823165093174087751583420108685465651775022902746727i"
4,3,0,0.5,"0.3301442200196715481916530698472215442239513700976204322205393004767 + 0.0094864807542199067703566402129621131116683618608822205543452202416i"
4,3,0,0.55,"0.3512424232423226554576182894051381784445344371442510036930601758012 + 0.0084280380266052844153550087737449822255192565172902542144518089738i"
4,3,0,0.6,"0.3730804691217519723069905608548454776637865681133395997846127916076 + 0.006466574336962953186176443309425080345016216538702244496876587963i"
4,3,0,0.65,"0.3948969381477502735863410459015152092121228319731730852164537053269 + 0.0030252427643801053625299151962021037140316826450660342209903774301i"
4,3,0,0.7,"0.4150141520037689257642751436431561960285584769986904539644770726364 - 0.0029268866416604252275813070398898142249036089013924974803175406992i"
4,3,0,0.75,"0.4296951763553896527075805042865355104347279648500307052333429515203 - 0.0133703914984122387982220808107716986354990807234594597426712001507i"
4,3,0,0.8,"0.4301327407185930544151845603846265322571073842442627078187457100167 - 0.032508611019507483565562790929224899194072357079615649467258242218i"
4,3,0,0.85,"0.393182889812030062228745174215854602683432098484482145580304178627 - 0.070657695240186307895867883719350809810193119972966183474367078105i"
4,3,0,0.9,"0.244954292325105609187766027455550864985008681250097318452160392919 - 0.159820099567239968745161068288495017086492838422898264954060959691i"
4,3,0,0.91,"0.183917280056588254907519711464907658776092393382226270812320667166 - 0.191639554425909515674327238998375361256037084308575341858537247603i"
4,3,0,0.92,"0.103172002038708305032546964876460988216032558749470806705228503545 - 0.232246505014967983373598601298291388384021272318132137273801852i"
4,3,0,0.93,"-0.005360014073910107323192830058873042984977889057515323472188606122 - 0.285354233663864543812102886893581064100735080628984895956513042983i"
4,3,0,0.94,"-0.154508962079446617484972192892977228771545794223304212287702772896 - 0.357022351621214936894804559279417695448717010431360316848489737802i"
4,3,0,0.95,"-0.365902842895134242791093885784786523759052975775615534383826326721 - 0.457837591006089876711769000969758779543956454617949840599050549344i"
4,3,0,0.96,"-0.67905128304162462281590133967806045908436614720794688309743230276 - 0.60809281976910202523950037710438595841593365014190129968158053351i"
4,3,0,0.97,"-1.17492827661752506671072676933695456649116514911766845610107218495 - 0.85227798687402846464393012485184936339363398128736508978711261907i"
4,3,0,0.98,"-2.05235685598793269274311497119368212662883592356888766772315632556 - 1.31141152226044361612611129993079153836875330095786603199806873221i"
4,3,0,0.99,"-3.995536820890828881928517862229779087412478223652613555834532794 - 2.4885860667152418373813046408411739694861414443306287266860171652i"
4,4,0,0.05,"0.19308179932439970514300529959221016716752365125608114724373313569593 + 0.00841113503375948460026054819360295599049944048170330448588595989528i"
4,4,0,0.1,"0.20867589031624743631316000300301292748857586891362188503376636686403 + 0.00873259290565665420277193808497929295286705412267815088067974119507i"
4,4,0,0.15,"0.22516659109039375907067879025131456700614986399637323288018846055101 + 0.00904830244939876332716742050220884539138063967982931791647376349334i"
4,4,0,0.2,"0.24259107038991913845395635874207870756179006643147537430829894280163 + 0.0093406264885047682928269693094744766800894752504569587902005295733i"
4,4,0,0.25,"0.2609741918629977234848008473774351451545669863448314130423400766125 + 0.0095835561210357170256266067280676018240597413298554226617985184989i"
4,4,0,0.3,"0.2803183550387212736406148088151682932220622427466933324356949086587 + 0.0097389435687887342027452445037699808287399260565290544470207669656i"
4,4,0,0.35,"0.3005866470596659214621267990305748057647522682923347843373168915395 + 0.0097507711782908510134631962504472404638646558123182293731268157411i"
4,4,0,0.4,"0.3216745017559876442203088201876464177465019264863296562971575418526 + 0.009536234493829961556149833829208957626645730646138432879088736145i"
4,4,0,0.45,"0.3433610598913546495407582342157757376315220695698305915497552558161 + 0.0089714982872392719742888173834770733443438099373236193337648097798i"
4,4,0,0.5,"0.3652234681285700919398435898278820200943070728142589063966330796227 + 0.0078682261007676246711270321406209833704464722519913526592139595617i"
4,4,0,0.55,"0.3864807600456947699217662274365454598784157912573857770422698468229 + 0.0059334515186040609557319227621902254311326610932174114900508546239i"
4,4,0,0.6,"0.4056973196997005161221695362477260821669765012701567908803179591049 + 0.0026978412424642374251707287131351079385006085491391638470999573634i"
4,4,0,0.65,"0.4201892529220460231484032181848948345944126130363580735823698571945 - 0.0026197535213082222127808644955893779243142557759850080165482269982i"
4,4,0,0.7,"0.4247538629476030279878451750444868390073082549846395793449533825794 - 0.0113861921120084255750276505146749245947499555078993314663209244935i"
4,4,0,0.75,"0.4087031671141169522166177745791167875451297791850557237878105586667 - 0.0261591638208327367338477407265034401708344035049271163321170493719i"
4,4,0,0.8,"0.3480748019390297893574845215229310149340785581881538484128316625385 - 0.0521930065978808220385020518441845300032533145369704499905114828455i"
4,4,0,0.85,"0.181450128032281353371640300988108090509502684178715691306365770282 - 0.101878696478302276309683061925107279153038275453338641991794488696i"
4,4,0,0.9,"-0.287693309082320492051346363275604047972592219551705887870669670418 - 0.211833213313164565434853509702011407771050483579819712648209249573i"
4,4,0,0.91,"-0.46673490834006824683836460997016485221699087063091929600625416717 - 0.249742747736531100169559876396410954653729882802998166199865427375i"
4,4,0,0.92,"-0.699932193831125047832959878066213089025797040550400734987843022887 - 0.297400335208560043548019946685920093156135997397010359907731542751i"
4,4,0,0.93,"-1.010459152998400088408779828920268888344843374381422707859258785897 - 0.358735917978790456127955395457838345524880646981329588544118365391i"
4,4,0,0.94,"-1.43606922482636787378196489025086924323960320392631696298809943465 - 0.4400984839326224207753868886864872163391128360508556362762656647i"
4,4,0,0.95,"-2.04253731666122539449595381369358579691012854108824935586589162345 - 0.55247712959621777889714472315380497262300796553151862081735930501i"
4,4,0,0.96,"-2.95544313204121161662335315690347846456588209781278469821011760355 - 0.71676576123061164470116368087130697838836120657126682327002257467i"
4,4,0,0.97,"-4.4487225357160618931724378117973180983626235907675198387639522737 - 0.9785021103683417240900572699434813060974076762170160326090195088i"
4,4,0,0.98,"-7.2635783398022835373265565967148364423876107355645404143872441969 - 1.4613738929729644109585967541742552369758731823062827453802431343i"
4,4,0,0.99,"-14.481285326829370075152791619035642903187882188456859920494221335 - 2.685476578384792170190534620429455983256207041833590012740992075i"
5,-5,0,0.05,"0.1989806528066932950542128685021917989094566358123597479137783458791 + 0.00777097867962948355673255468699586768435174330526669942167131638119i"
5,-5,0,0.1,"0.1826769781842292541768801757409481004194996575552060091418776374001 + 0.00744754838431120399807581349366877145856731131081628449752613334476i"
5,-5,0,0.15,"0.16727946187274260864815459270485981120558679898257663368282948030237 + 0.0071450381483301553246054773205628516526171369195966081820346330177i"
5,-5,0,0.2,"0.15273569565058377085705247334842104698254184390971168423545382403922 + 0.00686529428474470251091099117961242038241582279665109956581482207549i"
5,-5,0,0.25,"0.1389959790286741955217181949111235464313873284146775885510551576558 + 0.00660902323671436611033974065121094886693572421026016335018548815921i"
5,-5,0,0.3,"0.12601353003289094491393879432780387888413330718760064351676186393951 + 0.00637609765033814225485569472139288380117594921658997594209114219101i"
5,-5,0,0.35,"0.11374446666690910125513306270162621110622369315300963963585044389255 + 0.00616576885835976418873354436663530783290422423781141767331816779276i"
5,-5,0,0.4,"0.1021476143772219608430583211903896203663373997728635946714577708007 + 0.00597680640022654802620865742248786109384832653586896017445824116321i"
5,-5,0,0.45,"0.09118415609838240646878957783342368946010163186947598375154747550596 + 0.00580757529324321692463404349539564322442469023515507462525061677783i"
5,-5,0,0.5,"0.08081710261455597016976570052920014214098109137527748154663261980448 + 0.00565605218895029593228608970806498919651940164629486349101881191392i"
5,-5,0,0.55,"0.07101050981290333881484347006884103822057725576469102078146623451985 + 0.0055197696392304709676990098393535790453348795989052916717635282715i"
5,-5,0,0.6,"0.06172828496998148178741582800678352423224769738600335865698880457576 + 0.00539565886907197949989351813207462016868791164454957327240852443271i"
5,-5,0,0.65,"0.05293226227028522050852554501322816177632737414600666465511782624877 + 0.00527972589816423000146577162604544795526773024486439702133880577664i"
5,-5,0,0.7,"0.04457888186960316914696499637913344850636648430577851749018071059462 + 0.00516641951195013648623391241837951673560915684783478880509768193692i"
5,-5,0,0.75,"0.03661299010267786449382364008770119450299039868021964209660229280221 + 0.00504736599744467007428987638115192744436274679400112361940148947721i"
5,-5,0,0.8,"0.0289551103178725324892998197034579843178691677527472831823404753441 + 0.00490864458360319196753317520071833070266610705923857493908343373856i"
5,-5,0,0.85,"0.02147180521581905671319110265761972607875606941012631116679435717404 + 0.00472416510204351608256121260159421220583398658355495304130670417284i"
5,-5,0,0.9,"0.01389241987576503624364730627913641467064919048742924332513044664728 + 0.00443609013439755316830108399201918585665225506275711804013294307i"
5,-5,0,0.91,"0.01231787761740421119109097559931389546849121999868195649018950101145 + 0.00435535028504346238468040747550286730274685786244767293174518257296i"
5,-5,0,0.92,"0.0107052908467325251248053613531474166048698993105197602402696375767 + 0.004262509113604764133984061438109320892012937209097203107570683047i"
5,-5,0,0.93,"0.0090415618897578441437001167880202988995237919288166709400342428359 + 0.0041543384522599130029991868532883988637545823661416157512362089821i"
5,-5,0,0.94,"0.0073086354502029170957042719024711615210864925481503101336916172813 + 0.00402627649400028368243429182942143225723258515874888991163124798i"
5,-5,0,0.95,"0.00548049572029863093494223108029089776044264882260880502914397277781 + 0.00387156363905149053147832434570485693865789918727396510260664328889i"
5,-5,0,0.96,"0.00351732032811976627780113855171677166886855495048043053475734475335 + 0.00367951633661168239326470736029950758294186595927067259641951872813i"
5,-5,0,0.97,"0.00135254148926691471895881343204093072611912075939409281809589115502 + 0.00343159847505987545521731480200454189652273938341948087431037752777i"
5,-5,0,0.98,"-0.00114204967656875476293868493765050682843530296191887146082103327756 + 0.00309049728759515703749515585307244926543542476170765359036553647976i"
5,-5,0,0.99,"-0.0042913089637059892491308366335782849929050762896397082131848251952 + 0.0025563808565763988036026871987980038252243260729807567740624717043i"
5,-4,0,0.05,"0.20245223750538500996796497917040339238671332145593145431006958939165 + 0.00785091678572198996686969913923934713271725184602239990661571898643i"
5,-4,0,0.1,"0.18944980924738241094840516559884035111090557130523540781554954906262 + 0.00762712823044552710684889412414809062299642979997295083610724510126i"
5,-4,0,0.15,"0.17717346592953572401089378852401490508875113659753088008921091578412 + 0.00744277583043721594966155443497560713181642665533582644866639442196i"
5,-4,0,0.2,"0.1655632728910516926423231354150293113138022078395589698349036142926 + 0.00729872886079372032355380956278800204544928653224965245427554169902i"
5,-4,0,0.25,"0.15456303999673217630292029236724175532759469666704876925210698000584 + 0.00719479412475896802103793692911978552914165863484082359003732947066i"
5,-4,0,0.3,"0.14411959994196983314193338925220377127523379725376109649334885918543 + 0.00712990375976678264037320917260932978396611971717808419826203074146i"
5,-4,0,0.35,"0.13418198909756007295001621586009044911790188311256323265464242508124 + 0.00710221375473526706258579594750621336908565432086469810480396389124i"
5,-4,0,0.4,"0.1247004969624426389968370683245188318945539589034167663779292354829 + 0.00710912371630248999274834646917422429187653447824097956935255964631i"
5,-4,0,0.45,"0.11562551414603198053063932052775983262264477525899727469840578332242 + 0.00714721728117286225774370327497300962285940808634605395986672471204i"
5,-4,0,0.5,"0.10690605539436485301380113650174332101567811433752702527362570927176 + 0.00721210945964207329188217373238613053250623312945274728224705666695i"
5,-4,0,0.55,"0.0984877436862324894341646365002787602181979081841049132392349832376 + 0.00729816792258092802752722029420495630753908366130085571319953012488i"
5,-4,0,0.6,"0.09030987386943872777142176623400770345209110792266641942708887598815 + 0.00739804177915570852570090457657486323131520430871875980498225495559i"
5,-4,0,0.65,"0.08230084046713714757048022665837058602158823369709467629321003640757 + 0.00750186595446224220139500060761603538673278519156666468031923243497i"
5,-4,0,0.7,"0.07437049608155665597170388167030396439428220459661491182433438044949 + 0.00759586796170511563716889283092087410929592564290159802182306667409i"
5,-4,0,0.75,"0.06639631301256116843036815016887757255490891267566521027466785698718 + 0.00765976551016505848570967699367510880739414892094894518831224046242i"
5,-4,0,0.8,"0.05819572493955135888569410356029259418632289962030479397533432182021 + 0.0076614252614982967742216461453856960734171810198581278936676017306i"
5,-4,0,0.85,"0.04946300055810753646576553081232783567431839947850678555274929630974 + 0.00754430736584236607527544875196627103433804507541267621288925902341i"
5,-4,0,0.9,"0.03959335594613880407523839828398544674906947860097414124641407243882 + 0.00719111714829284252157533185091847643975138646492105811902217202551i"
5,-4,0,0.91,"0.0373797455353857629513867185080479095240380296658855712013901758055 + 0.0070713459188505228111562477012105975721142557264001643651681468696i"
5,-4,0,0.92,"0.0350461197264828263918360917337500143560855979500986309062622575236 + 0.006926847341523100362667260483214841658393171902817548995606537496i"
5,-4,0,0.93,"0.0325640941980035027408403206509517473527932858510117586480576143919 + 0.0067515575614443841846675660360806824122709032665391954919111432932i"
5,-4,0,0.94,"0.0298944464542361912894244249467922861541933467338891370208523615633 + 0.0065369487587659848342637390937402701286722642597462462490911123067i"
5,-4,0,0.95,"0.0269803776442634674687401765990320098794752780341022352064510378498 + 0.0062704282578586183749353858841793034485755926654046991916628728434i"
5,-4,0,0.96,"0.0237342356618874975337457719588223756862047110172478276027933942064 + 0.0059321345261453120732345102028220100657980038458412218750674933396i"
5,-4,0,0.97,"0.0200077435116718139891170667515537130597491505525058361023695347327 + 0.0054876327197012914685606254828839082063931405007630682177349196781i"
5,-4,0,0.98,"0.0155105861844703210748819972455318714002426975689208480992131552112 + 0.004867582041790735861063899083183945197958686771421639798342833434i"
5,-4,0,0.99,"0.009490931339646617719375314329492481110002101455044851081617284847 + 0.003886353008578451036219673773194489390464135824925435291607834136i"
5,-3,0,0.05,"0.2059440658913558155459895682873705560661915518999926491863542570847 + 0.00792856957427453295384877241574670345181611475525821387914784447808i"
5,-3,0,0.1,"0.19631297496437671230219610579812433056861114059348388093732694021544 + 0.00779804451122150640974282466575863808620662924436116063449130507871i"
5,-3,0,0.15,"0.18728855023118162453230255329640319130187985662256714554794576243587 + 0.00772247599727593773878565086652067794613998987752018779571646557113i"
5,-3,0,0.2,"0.17881063177621904670182659852187811387081342487786619909933812975798 + 0.00770329458580404319672347304064084212031138856738107449429295385695i"
5,-3,0,0.25,"0.17082105456726953511193957310795000379081365105253637341788804402779 + 0.00774132251924986298946695619514060745424889692567273351778801887665i"
5,-3,0,0.3,"0.16326244027283784442129733612172384863393876781253545714899138626177 + 0.00783679127027469678284536715372407136357324809404852595476164544796i"
5,-3,0,0.35,"0.15607680039480324639542662493722041949149429937944810372106604850889 + 0.00798927525609332455220006294137531217497990926745355852042177625634i"
5,-3,0,0.4,"0.14920385117181439678059085301856067678610810457038702738625751888627 + 0.00819753008806980718861261920867517555223930760950537958858942911389i"
5,-3,0,0.45,"0.14257888266470687436363233274351887900751736528195272031912869975055 + 0.00845920815893195541100751016458548957671529536539485751259352260634i"
5,-3,0,0.5,"0.13612992928076774367926363824475425260807987044863930978258149127985 + 0.00877040132374546002487846858734299309439618550585563269691878582327i"
5,-3,0,0.55,"0.1297738220912380684027289438285420335854233233683614173068424434226 + 0.00912492209350090004410048892465233144733810575976046702545082518371i"
5,-3,0,0.6,"0.12341039273848748637713899560894018357119449218914701556636693166309 + 0.0095131652507128365326741272657629852253158882447700480871253747763i"
5,-3,0,0.65,"0.11691348326512318200560845711867644752383616228577731749327064137572 + 0.00992025566549523265414346143459886151764838798028508031603576571999i"
5,-3,0,0.7,"0.11011610222909119818341959970021382372308877489898160480755439588557 + 0.01032289857497580611672047876762970863847277114264871255231681255332i"
5,-3,0,0.75,"0.10278399034168044036756283597982718924740202149772864915722229956484 + 0.01068366930300259089791792709484851253260845643645051481847378158104i"
5,-3,0,0.8,"0.09456373431665624287373415511009736661647124336322359123983468325301 + 0.01093967314321797694043835673331407605684411426580999759717742568251i"
5,-3,0,0.85,"0.0848662944804125221595840769425457836978684910763970556656117261556 + 0.01097681669556773938919501562470899476344020287993054080681891587193i"
5,-3,0,0.9,"0.0725465178281935759041849566345738688880574130542596665030205429706 + 0.010557926793295232646582125494251786761330023819244253558386199737i"
5,-3,0,0.91,"0.0695754403428678518440604661909247213961520080319331849807995837749 + 0.0103779108871465996665118232894073997474184489846490389482975341109i"
5,-3,0,0.92,"0.066361338542176402909808327840753122913013814623622659063547096106 + 0.0101494155587108310891081251750142703271501757001906693847818844238i"
5,-3,0,0.93,"0.0628521795149143669013437278777253301010756043101277617055371849072 + 0.0098606845277652388046735289425488849741683778765444212589085828725i"
5,-3,0,0.94,"0.0589762353422302781271025845581648665908877080414793712047418858399 + 0.0094953181861127106787994047397427239038797553677657897198940095512i"
5,-3,0,0.95,"0.0546298001994309170614120731116261410990837230439329487156497453346 + 0.0090293002748938402709657324305461626182798038438406240861529761099i"
5,-3,0,0.96,"0.0496529295812250415024808333256533754636080112326463314139518229396 + 0.0084250680204723080614438391267432105264858408744909607446786734563i"
5,-3,0,0.97,"0.0437748934695853260040300579201962857829922472365319715288986799913 + 0.0076180417021152956403074400262011277282415145465566956627804100355i"
5,-3,0,0.98,"0.0364645921747898649262242915125516052561968709113775038870721425806 + 0.0064792738806554538987202932680626602523523063017847527546083216902i"
5,-3,0,0.99,"0.026341927943170712742300527729262414012882838652461433930693197768 + 0.00466665368837037555795262869728037629811484601082865062267127802i"
5,-2,0,0.05,"0.20945552814833050806935406898297869688525616562468299175180640078726 + 0.00800390332254009940393996112166190394569869790729529359027060052025i"
5,-2,0,0.1,"0.20326260048630725638598358846081172299122790796763930244850733260501 + 0.00795987859798141755301788221470385920067802049178817607855216239523i"
5,-2,0,0.15,"0.1976146891400696747247969367891751798215509820496998477227227633628 + 0.00798230869131986657896593978306358640973826340417651305076585164455i"
5,-2,0,0.2,"0.19246057715038367446968556111686632569155732708975057830623316748635 + 0.00807384584370491336636236010960963170277031579791177721063854702677i"
5,-2,0,0.25,"0.18774817677229938228126301758535387401464936197775068338283769739673 + 0.00823730306804045512047006748230901963835899930820634747476593759203i"
5,-2,0,0.3,"0.18342298559972919715546343300072169924081802386006829674705891798432 + 0.00847557727402278130927164685162413537163852363575624147291778942708i"
5,-2,0,0.35,"0.1794261196570256992779946707226265620239395544527288670850212670056 + 0.00879149428626547155221084944357131309478120369555154515628011280958i"
5,-2,0,0.4,"0.1756917355829037687899938223712841152727407952341162437777482327055 + 0.00918753865574465024018518445675984864751502587230380027489838921276i"
5,-2,0,0.45,"0.17214354645687884893382427716998997818439324687926832586811622470937 + 0.00966540430084554939179138584283216663989396074749577930987441217029i"
5,-2,0,0.5,"0.16868995790365789995412004358196289882709262011281395828448416406374 + 0.01022525667527659278202305286584605639464738920272713599643977589098i"
5,-2,0,0.55,"0.1652170409188515287104130232248283563797504847980734183980247888807 + 0.0108645165507648011830966808925878872383384443307541378726211963058i"
5,-2,0,0.6,"0.1615779871967463447136780884491021404255409017039245007370506548758 + 0.0115758248992762481553551762737256481727780365263475372304107850056i"
5,-2,0,0.65,"0.1575765764408988891587004225704793545338496030336666500226856470556 + 0.0123435507937642104033022786584558639674984981447982281547298136499i"
5,-2,0,0.7,"0.1529398331540265868637217290579621431503095965299560345705825132918 + 0.0131375744739626367219616669163310489851142163409515908374006972242i"
5,-2,0,0.75,"0.1472696108995505311874787523336620017772753955629235357388850889644 + 0.0139016216277669124557104903369484352917120412123448635401834532047i"
5,-2,0,0.8,"0.1399486405307043162519548262426608031385621617441435831410663691703 + 0.0145296363684308856234689403221682592779415766448394790309205919382i"
5,-2,0,0.85,"0.1299328202085672872117867494193286723044649146876207052254321624575 + 0.0148120557827152237077772014481467859290680201111132719886992142032i"
5,-2,0,0.9,"0.115189180369050879754956735850198147686079420476203672108003336216 + 0.014288157046284483004232805580145505934172190151405574237243272471i"
5,-2,0,0.91,"0.111333571285366525605549262184800339452970030692618433800435589394 + 0.014004328538221820484429210878390894486592441213930240410581277939i"
5,-2,0,0.92,"0.107046128322893100504696741748557508522858653119522580977971318147 + 0.013628239155483451956486007340784667988879958208846762674588432018i"
5,-2,0,0.93,"0.1022363223359866757733583127911831682481360509224173585878544760747 + 0.013136658634027009441496609969801548189277485892892556733061292287i"
5,-2,0,0.94,"0.0967798423161736871488960174182955588788910522071418492716585870238 + 0.0124973714978106169232013308001125046141143891068773848698741449847i"
5,-2,0,0.95,"0.0904976578722328446178841227760028810753347278758063742453532704343 + 0.0116635577820619038818615141234588555689508684428423539859126005812i"
5,-2,0,0.96,"0.0831147055790596519656033281868877074889964290306972499504681186313 + 0.0105626659425175155772072967520697882895434012085315147855629591108i"
5,-2,0,0.97,"0.074167083001117097693816497724874487175184332707187783650929174842 + 0.0090713150383993772410483671625104848730256323952784608933367721119i"
5,-2,0,0.98,"0.062747755112537589001223289778736615818415359974059427158361160035 + 0.00694620173494613286424433312519737180076784892167867869961648921i"
5,-2,0,0.99,"0.046506783703902642218408015381871929891951193677168083497973532121 + 0.00355095406087478897188221563988502525818632995382340434206319991i"
5,-1,0,0.05,"0.21298597610743541671493888409588926219318707519429692906150405243873 + 0.00807688977618614628773960906953188062790386783639787523619467744429i"
5,-1,0,0.1,"0.21029425717731259511219358561911169403123925736285906610738757812733 + 0.00811227836813408229318318550207804926848668573262153449148130319005i"
5,-1,0,0.15,"0.20813932826182118882700091543994298277728716098368104150489682496596 + 0.00822068324902328802421688765072129566341170738752227113286148352271i"
5,-1,0,0.2,"0.20648871856048832756783577757348252250650525341554415884716233579619 + 0.00840570856965490009915281750317545815444525532370694421273585641009i"
5,-1,0,0.25,"0.20530680135048245372929825162081797552310930592182651866111064368589 + 0.00867193331472287164765534220226459918353403921990212204818759510073i"
5,-1,0,0.3,"0.20455302065305766229484494452833029224144453095463636329371975459254 + 0.00902485912274354890236933568436182151331024232892949106026622971451i"
5,-1,0,0.35,"0.20417940452385959873061519699471478520192483826768768580256461339118 + 0.00947079714257759274624968497619276437778275388713012799038388932783i"
5,-1,0,0.4,"0.20412704680879278969628142728623422513596214308446676505764162546076 + 0.01001663941577170967664067050249834218649422754494472323647032208684i"
5,-1,0,0.45,"0.2043210466066776186985082512267310574704256395382736684711677462885 + 0.0106694181778106874806505263448822428343733768330022015938259331899i"
5,-1,0,0.5,"0.2046630707741903474985109597828329101727073825218763318539579088973 + 0.0114354791237474212489682232551445554073689976395782715117614570219i"
5,-1,0,0.55,"0.2050201347421064232192587934699438211127760772566275104291726739823 + 0.0123189477341257724013729008349356060037523698926545613766124006674i"
5,-1,0,0.6,"0.2052071435319535189153858807618770553620379020345433301754807749688 + 0.0133188775723547586725091518516555252715906914535133909793868105965i"
5,-1,0,0.65,"0.2049586745219279005763313620677203677596469705566201593454401820128 + 0.0144238686873372154078220442206927175697780712318666740513435653927i"
5,-1,0,0.7,"0.2038811625835573614902928786811790504019343380578450897443783777016 + 0.0156016241131577788274295325310111768799821762446472504683055822418i"
5,-1,0,0.75,"0.2013667455825664986061715481433754404086477435318528226804547761013 + 0.0167777785066430771964062274345007443423116811971421530002991492429i"
5,-1,0,0.8,"0.1964245092596593607148137720927598400729073240239934376653916948222 + 0.0177900755796066834336346229511238078774332973566932891613625183081i"
5,-1,0,0.85,"0.1873074747506974551572843042190410341673404162661399430118864949055 + 0.0182787291879455147952186439798644872940171542995138779965432016076i"
5,-1,0,0.9,"0.1705139726247782580063248283248503272546217832351243724797990033144 + 0.0173766719264795855587520965765270836301413581932304581506413013019i"
5,-1,0,0.91,"0.165642860535541368456592459357273282353787828142116890857307827385 + 0.016866804677428786284525016405821352917219346083143844431540556074i"
5,-1,0,0.92,"0.160041830330543182702136739917138072885436209817347243765166259925 + 0.016181309297574367054988368102270846278773734193769874642750828341i"
5,-1,0,0.93,"0.153553593851914051605271428867074011126838322929584375809379496445 + 0.015272937547207749785226760144635909300369764258481292921644134855i"
5,-1,0,0.94,"0.145962904204326015667756211078677175511314787417147473985364446313 + 0.014076190579128566878652863589281685106788741786384659753393955616i"
5,-1,0,0.95,"0.1369611151808946809086285479243973074592285134883860105110931837193 + 0.0124962074487677027158257807195702115811607910770628854020233362973i"
5,-1,0,0.96,"0.126076505413019306816948287403495042256931569905007451899237286234 + 0.010387002405137233175339010292589425674995371670419354458067066192i"
5,-1,0,0.97,"0.11251830936484205943106506508878915409771029220786856075730396843 + 0.007502919699272410150203298876957549332586380169747301658467606696i"
5,-1,0,0.98,"0.094750814901520010915067080372492898193973531767900931379652671856 + 0.003366476358793820902924263953508702983179814671671815118181794767i"
5,-1,0,0.99,"0.06882472985608971736736043365557454347207958580218297804739401282 - 0.00324812427445991499709026213701730458874206194915609643475517754i"
5,0,0,0.05,"0.21653472186669668057282488988111833396276272633333034095789880867881 + 0.00814750660892822551345879123538723797597818535371675324428722179399i"
5,0,0,0.1,"0.21740292093749564731102406524712467468084444625204823765448088476094 + 0.00825497150528507678918422173112496325759199462866431015156415059939i"
5,0,0,0.15,"0.21884708419934211084087952350604320688068297085751201569677208063616 + 0.00843633921721757072305935168141632530888257501608802001302355222376i"
5,0,0,0.2,"0.22086226377510656784598300756059702245456768510543188080111285873642 + 0.00869502253749335464289527178753152394840751294536237343313829639739i"
5,0,0,0.25,"0.22344003656646752771842181057745737333577141773890936091676011367251 + 0.00903583598939040269388960945886282968792607590204709432000084561905i"
5,0,0,0.3,"0.22656673852278240223834305001607371942994200367117212690253258571283 + 0.00946500420774945044060920238414075945677416833774524319989175884061i"
5,0,0,0.35,"0.23022074412870721069815973244944361058644836716623462002924963775933 + 0.00999011994087182452504219175826127959058071063259250262847413337436i"
5,0,0,0.4,"0.2343683174113436497948561335875866645853134868131973578736362055912 + 0.0106199845694862135154514034461048934161062753857815507303014213642i"
5,0,0,0.45,"0.2389572496005700372263482582802478858851067098010677343262689000187 + 0.0113642037216673469798034793946830065583380155661357197525513202173i"
5,0,0,0.5,"0.2439069570388828331645200866434272806804956726212179659900976685516 + 0.0122322924537026469088118115764755463382106950920681958384927350416i"
5,0,0,0.55,"0.2490927302392676461753949701117107538400380076292737542143753614144 + 0.0132318059675059248418466032539121154445384116399178939618006079091i"
5,0,0,0.6,"0.2543199578944320135688179684466521245963966221000644135191618683101 + 0.014364511591025779745208988357583504164463093410472179446260628847i"
5,0,0,0.65,"0.2592804062985682665540818429994522528306206710600698501411111397373 + 0.015618517801404235585243968353617083074266041960322857893384750089i"
5,0,0,0.7,"0.2634746216497582935966699746831020512540999537122709875789307461634 + 0.0169517102431074827422732862797721451299569072862443425591065493252i"
5,0,0,0.75,"0.2660658906711013963913426569172424505041393660464041322539778730366 + 0.0182553912069100810956980090979019114075517221929281999720959704334i"
5,0,0,0.8,"0.265582879312001465928364028523543209561280139528118604122277704136 + 0.019269096573748483657178073604666706436886857786985282052803629813i"
5,0,0,0.85,"0.2592421677896248586828656640119327229955455994484201383580771757248 + 0.0193604536489510292125975559532066729511725919599861728675874849129i"
5,0,0,0.9,"0.24110615349145268479873761068960986037909470996142676953859040378 + 0.016859643266736891891582278195404995416520376932008116031557472336i"
5,0,0,0.91,"0.235025003996953141330944807096608468381868519090603400373881101899 + 0.015715859347167716215421642417437035970500939815719495474783882114i"
5,0,0,0.92,"0.227722579897654850837616541643276119488764180457946078435887441674 + 0.014217822001776921820665393047913051886673545907923702089735412985i"
