"l","m","n","a","omega1"
2,1,0,0.7,"-0.034042404508671518976097504185014603745155458836524182222750469233116 - 0.027233951419735080909166144858188949605754319239000228831120921093176i"
2,1,0,0.75,"-0.037882182286486642720932508017282642367623035038773247632725464524847 - 0.033151501002920713363403751243216247357548076906994266291562006778731i"
2,1,0,0.8,"-0.041765305065559828309021820687927223545522389189134897044912507535009 - 0.04189565214365285678851640507129856890124771306766462445052853827986i"
2,1,0,0.85,"-0.04529359038345299422627387373056228813774970836231459538457994614117 - 0.05621517173245273088939668120596685357824799952074958652349627819397i"
2,1,0,0.9,"-0.04677284944846856834544199888352843734755763012576792502110301368251 - 0.08336505026034266536951020093178659829435587708681598321290453115744i"
2,1,0,0.91,"-0.0463143683855943681165349778431788433778528984938355727400583134136 - 0.09183494627534231009086263555970564675120557527751606269201518049265i"
2,1,0,0.92,"-0.04530221942260991557538069665265266166546125051377791426500114135535 - 0.10197105084089727702478014537193278175101411184215585268187167120242i"
2,1,0,0.93,"-0.0434451621672110953446982373189701889350658315342184905921081139661 - 0.11425689196824527437968932263449758441386216429856349779488935185449i"
2,1,0,0.94,"-0.04025679842741236822015066454604391755826449287820656262925536491506 - 0.12935685594110755686596760280800874376866526549649131429294520396575i"
2,1,0,0.95,"-0.03488850264919813738798852742702838731627918359546600956126882808704 - 0.14818624880970855718443084111321639313812400901226990252860782914638i"
2,1,0,0.96,"-0.0257846033773709640988974647347467221882518548707813603635660811474 - 0.1719753145576090869723946344627915308695479855356320218928453581708i"
2,1,0,0.97,"-0.0099454676723460344899889680631870184142591402160336510397219775216 - 0.2021884532957962474690464340931875327048992067734294436095024852578i"
2,1,0,0.98,"0.0185705206056962416080493182680770403924857122273646897379978640343 - 0.2396275740946225029495320402502292878853475488200516606583592356861i"
2,1,0,0.99,"0.070129902818465537683751804819304289520002137765714178367301987438 - 0.280138597892103270138322249128750924788676346875317609533817321508i"
2,2,0,0.05,"-0.002673850774249912507328434040683228010956873294127989994311389720565451 - 0.002403266701302344501764382343213888471383691083478017694494042097071302i"
2,2,0,0.1,"-0.00557404913219784901630025211663529536591608259874721682119085323381774 - 0.00505507659895112455491377213803481201210204294891628765406935962653012i"
2,2,0,0.15,"-0.0087181802520473776578484183572729810779652816528237864477628213558392 - 0.00799072430115145637996869312993522123459208037120202790852615145333257i"
2,2,0,0.2,"-0.0121300525778861115176310240824053035072432961706555280519644712679798 - 0.0112542263472195164150808740224420194128509072187927769423389745245064i"
2,2,0,0.25,"-0.0158422885900439897502987464140063790924332713279658637336512263873269 - 0.0149009671712386021147204010072698984444701830193588515506578208323041i"
2,2,0,0.3,"-0.0199003053405840881253161110163282887666259724647639617490937995509032 - 0.0190014958689875545347580083404219306696371436146018637841745616632025i"
2,2,0,0.35,"-0.0243685635471931372832066459170494292626590954624124107443575371406749 - 0.0236470929875066589767661283459496035186154198727092960564162026156627i"
2,2,0,0.4,"-0.029340619791328181014198693795891085658532751303558037837566382225594 - 0.028958144129354035046943253511786196616822037123411798377234669773669i"
2,2,0,0.45,"-0.034955753200715346425229023755014710818604369880383821477600069557589 - 0.035097118867899922497919975787000745801677858542795398628226736176649i"
2,2,0,0.5,"-0.04142736938575592229473502895821290061192008352642648913546408108551 - 0.042289404250827938545773727115159608571445691166012702092583219883481i"
2,2,0,0.55,"-0.049093400313146486745806589037421331804992561925734869313683128948994 - 0.050858147091644310848724736962471308670392496821808822461451737884059i"
2,2,0,0.6,"-0.0585098734235498807156692054972906545527403686474404340943563479684 - 0.061285427477803774887033120055224225659832173419047807274440636398905i"
2,2,0,0.65,"-0.070634443039811235312559130399529436769291269949411736177554489321909 - 0.074326134672662724116289994971225656513430286159380722956164047733749i"
2,2,0,0.7,"-0.08721184350715351426538167453172302084199615616889851753299191539145 - 0.09123577382107520278357694074421125532508842599085362693834430741288i"
2,2,0,0.75,"-0.11165749985684563393805437093766688060389500836427061977184238773109 - 0.11426973596852294429459611369734501469023263217200251027136833576226i"
2,2,0,0.8,"-0.15133416943068077437728675882369795607769218294812601694631530546179 - 0.14791772972333448432277899976533912807482461235894501665190483809477i"
2,2,0,0.85,"-0.22447309520632260744940154896610367778484699474515609908162501745417 - 0.20251866710169964960906381611501030059549582856478870410137596601931i"
2,2,0,0.9,"-0.3874081691487779409097787160520557819604360025016356502791830926947 - 0.3080186737169120230227636123614816410549207251599150540132736560454i"
2,2,0,0.91,"-0.4444403928718281120128929573584430786806424464502487802886460621662 - 0.342228387832477247506445074453394428872626762760006470990084886609i"
2,2,0,0.92,"-0.5166731440281489202602373196708885052751307483665987013868359039897 - 0.3843420589238945986085471785867691772300528358086604785447038129972i"
2,2,0,0.93,"-0.6103479626915358773795441332617716047898767441836016312309182400588 - 0.4374484072255996136561961222645810562612379991936049693246059146552i"
2,2,0,0.94,"-0.73551134184330185666772954579626551388247939501446882078896941824 - 0.5064883275445913667107540451863958678700702682232231756396232315329i"
2,2,0,0.95,"-0.909425597781277589465874130683068810522825883195052922051144897646 - 0.599910096854397024850804154847791352501439153239919848945933796649i"
2,2,0,0.96,"-1.164512813088181700099568549337235851849520532702339793672803374326 - 0.733532942836139908281521824700247930692164520678466049946784572633i"
2,2,0,0.97,"-1.570086532045752758808390815640747063283406995584958944492015706398 - 0.941166400750518965718601150837033197885951697725640247811723263716i"
2,2,0,0.98,"-2.308804556241502893330052237937643104501560230425550673528495056698 - 1.312300453302311834366552209703215101815793874332794900564809408475i"
2,2,0,0.99,"-4.1105269214183675529426803469071783207925024929391061315957821314 - 2.20970259679489179847647618257840370539165377456646661276769261937i"
3,-3,0,0.05,"0.00367444937844088401051358210349389698252222267951451175103212517810813 + 0.00223912865995045781504942596980295354581506307173279211170892996999353i"
3,-3,0,0.1,"0.00707500650973160928540125541195457159449830358123594307953704576227935 + 0.0042390423948131202652093220255003094181884649316032272873265496061348i"
3,-3,0,0.15,"0.0102153982090929754913706306655856129431153557745416910391195747279745 + 0.0060235746571292603635839500616850976403045731950091483029615936797559i"
3,-3,0,0.2,"0.0131060664108155770556253575926717043795556581494109295036768758884013 + 0.0076124052788181839260518040604420920758850669282192196568354194736229i"
3,-3,0,0.25,"0.015754776946842811638734708253857850188187168588509022132559315426824 + 0.0090217588320698112735048350253902030190854530341560772683884953565305i"
3,-3,0,0.3,"0.0181669995123007640847672130148714352609492638534222116647749272187816 + 0.0102649413693188599218940711658979884645223016941235173267617339045475i"
3,-3,0,0.35,"0.020346105763115690626221757472933140959306072029616797365282886030023 + 0.0113527539981657325876465477769128606730746593982610390644769517959621i"
3,-3,0,0.4,"0.0222934055066680459750610193158308276995220946567722447902903797716134 + 0.0122938093128081749598793249996435418780068078945709243288086837103973i"
3,-3,0,0.45,"0.024008016534179838029733190755256662400516792569274157752523163593976 + 0.013094766612853837440398425144523310401947294829716675096519415515554i"
3,-3,0,0.5,"0.02548653628215916805588125679105470975338889085915276703106823195134 + 0.013760492071261211576141335495029076019674690694215561580153431746668i"
3,-3,0,0.55,"0.026722445910813209400675540924424413640386492232558810597483441742492 + 0.014294138156836620407814855433229635293666596747277787139058484002036i"
3,-3,0,0.6,"0.027705117097044651409379665221344717009697783132987411104124258426191 + 0.014697118911460813790942779561404008743449931557852986228755098751149i"
3,-3,0,0.65,"0.028418183751835252142520408829473527677237131271344958393702867625705 + 0.014968927026466307123469816348449843585205893598427364417899014517113i"
3,-3,0,0.7,"0.028836828145490977965804993922280795903530753174247202131390465646385 + 0.015106679717644861340439790200951481077243338473572954930404203724909i"
3,-3,0,0.75,"0.028923070491546622074953722967030548723127387095435339339838071309114 + 0.015104155726241049330100598327958278065628504852048985142610803777304i"
3,-3,0,0.8,"0.02861703705593882717754266126875792624244170400644272288358850945114 + 0.01494979072336547428196791345977306557170334873214153920904828138621i"
3,-3,0,0.85,"0.02781907216182760177381104521169839132535787216833435104991704838658 + 0.01462228746361946211114780540844692530869558378678592242764794891636i"
3,-3,0,0.9,"0.02634692884088023553877712533415484149833594934566320971730689440101 + 0.01407974057943846201091657275828159484113011189038512580293157861963i"
3,-3,0,0.91,"0.02594369953396617632860912609261195482137799684377628361338382155468 + 0.01393873061817926620619707763627439421839684301207061753772792616304i"
3,-3,0,0.92,"0.02549456292185188478601382792322405086073363923929798327095422922017 + 0.01378451309780653507492171877478028692659378586568870857087499291445i"
3,-3,0,0.93,"0.0249934060055597966197528471365170652110405527901929191733755020617 + 0.01361555950475176564880835024213962558489021328622712519364471446361i"
3,-3,0,0.94,"0.02443243419860407289357009202445234153396749164193559975780285046845 + 0.01342990568433206169369521216642987461118740010363556296173379666404i"
3,-3,0,0.95,"0.02380140512986634446698873187147468974060793940861846580959338502098 + 0.01322495155533658715634230126655054287657404100528040070119016860486i"
3,-3,0,0.96,"0.02308630836193596922734315418302453366768269926671885525930489463418 + 0.01299711514850057398348301200992292452500026590526612227438606347861i"
3,-3,0,0.97,"0.02226686051511042339271312203423823705052536500092419331444148189834 + 0.01274117428843902349051546163816117750551224628540159004190933673885i"
3,-3,0,0.98,"0.02131101269271178806733033169452103596752008397362573860485823378329 + 0.01244881763813630219948374844200783508969926011103478421860648800617i"
3,-3,0,0.99,"0.020159449861736650886315531835542528351472018461252771843922787423 + 0.0121045412968951152634772647045637968146219039624645102272459475068i"
3,-2,0,0.05,"0.00243509950699100759719683849752035675903163405850389145498914635572766 + 0.00153201556689193554064214514160370607219142355401501190470007341875426i"
3,-2,0,0.1,"0.00465995167464749968170267059887729083418017715295767639945651003142968 + 0.00297803290029850814871672589859677145522496235612578349837663814918992i"
3,-2,0,0.15,"0.0066863368818885599585476958009912068763320184934675640400423046652642 + 0.0043474973598692719522707997838042729475951067101714932349127946562293i"
3,-2,0,0.2,"0.0085243956035966555198577874242660967017833991289084609621234951057709 + 0.0056483976525476200687414808844923658097332608603670236293623696107633i"
3,-2,0,0.25,"0.0101829688811652395255974955776828733993510506517064203533312491027972 + 0.0068875336183484848768335326271571154823428322258937695185260015809991i"
3,-2,0,0.3,"0.0116698811563550525175071972765271605455148036637582839965071268152471 + 0.0080707175839548013608698227632812110386610546576535723711055910429708i"
3,-2,0,0.35,"0.0129921912947673992806810843015024376088100774735839989127788425937758 + 0.0092029276622594574736269202775194161697005755711948044364695787337956i"
3,-2,0,0.4,"0.014156435000862040575476925051459883335506358976951771992717011581358 + 0.010288426938361536176487625367264004077762306674203050811820852853824i"
3,-2,0,0.45,"0.015168882858770291144866989688706368742169189945229899650781967648365 + 0.011330860450524134805585401960398567944557275094923362289750484135098i"
3,-2,0,0.5,"0.01603584349101558716553069340885523691942400552530022955367905733798 + 0.01233334224485955362313371123766177372708648964757345396226218113347i"
3,-2,0,0.55,"0.016764052627913778961061678593654394722278383465350573407515352947145 + 0.013298548282416771697356590920209169311490701657979947782377774758775i"
3,-2,0,0.6,"0.017361210283038524595419184225503852597488429455743049813495958045051 + 0.014228839509117041963478952419633129976217315366622905632078222291868i"
3,-2,0,0.65,"0.017836768547866498870642110344381587375863466204198254050336619525359 + 0.015126457173480978720280038683224699683361470533881605819611760482573i"
3,-2,0,0.7,"0.018203151910714158941951968543242541108887798449363647463026060345715 + 0.015993868883574825537507981027934477844811408956055059489957089636747i"
3,-2,0,0.75,"0.018477760866065536677965494488613253683475838286095370425900034525187 + 0.016834421416969161095430239215574232777847795280819783545739546872506i"
3,-2,0,0.8,"0.01868650949324617802756968623348453827360207353500460953744285110977 + 0.017653635385446093257551980437126437903903666181225808825934622713289i"
3,-2,0,0.85,"0.018870741615862764724878026423072314688429478789823566238048752063446 + 0.018461948316514065836432621763239904032446706482015701463973187025148i"
3,-2,0,0.9,"0.01910303185171634656198626510832010034113460835101860781191677443295 + 0.01928122717108949936977257981507326679048357183396414010298192472799i"
3,-2,0,0.91,"0.01916599577578405521001422697786042104739375805229004058796674330808 + 0.01945001711881461963432824737682756733897101245830026129726281271279i"
3,-2,0,0.92,"0.01923806718077311239083390606737400660237945567203470969829678752872 + 0.01962174693818649695433043912399828338687707264320621687113137155505i"
3,-2,0,0.93,"0.01932148052659302516258309402430561729458285923616071764537131998932 + 0.01979724539684667554284578528809559047227612310881226655282229097579i"
3,-2,0,0.94,"0.01941904312033215735601701523934890372577456106465592078699565254995 + 0.01997756613715762597667484792072080245753817681055421560057061228128i"
3,-2,0,0.95,"0.01953438326868638312900815290452457282562726867642101659033508505782 + 0.02016408055723733793851874181696126197934573996453692976193407549929i"
3,-2,0,0.96,"0.01967237078535196922117540932208472719870966887386012242290318805439 + 0.0203586307556427768238405237143644917405827340299499590353061412914i"
3,-2,0,0.97,"0.01983989913228109651181515778130359350714673581982385693420333856623 + 0.02056380350991759823377822105170635856093627175459048523922736934192i"
3,-2,0,0.98,"0.0200475590737507084922595944567183486440574700316943595250780502859 + 0.02078348681824215442037284104672938616033360104787315717329462460038i"
3,-2,0,0.99,"0.020314215219871781366628169441869646661421781793545382595467427589 + 0.0210242748565147417480216994511900449299965479983950837896336437235i"
3,-1,0,0.05,"0.0011819683261873889909567326252960195330238319346781680635959397785658 + 0.0007924988566470854169352058509431946949122118187385281268422472667066i"
3,-1,0,0.1,"0.00218874918034516387494541631812942715454352926637633115492739152475656 + 0.00159371464372345037323920149600274053652962052333299946922329645829282i"
3,-1,0,0.15,"0.0030290040155965408528179224887614582686503784540490726875548651029787 + 0.0024072012302900851031664804340583224623288818652329311968582013452446i"
3,-1,0,0.2,"0.0037120307176479250681317876761998525179773720178610903256109669728404 + 0.0032367527125561548555706954945527645766107065135001349316263976352657i"
3,-1,0,0.25,"0.0042479906116317071676561198176085855902140298621545319969647193338091 + 0.0040865778411206662214572329433516453830748694360727774937102581024269i"
3,-1,0,0.3,"0.0046482363244547568697965816663594733080016729282210691893727355151131 + 0.0049615004301177196592544522924473761593959917607996592822383956516139i"
3,-1,0,0.35,"0.0049257685195035538836759742395099285764513610858753940983155771371446 + 0.005867203873431031040493320507793318118458522238320394430268207771798i"
3,-1,0,0.4,"0.0050958675607393539036821325888919885443851794313258067584045181846906 + 0.0068105435220956348157277970635387371481029810554696521955654882194445i"
3,-1,0,0.45,"0.005176973696265381282352456075173151716708935442063660525295728517328 + 0.007799960398333668293697011631862704021629808423219903518083213821377i"
3,-1,0,0.5,"0.00519193408677875563323475356744212019347149731924205476066942850282 + 0.00884604609228812592812348263417900573748206035097537784736934055565i"
3,-1,0,0.55,"0.00516981155235566245331970310026362162872164171764062183585036643861 + 0.009962336710080990953485319089558247650665152930702100079249600797243i"
3,-1,0,0.6,"0.005148587622946114091470702478155479512727513585769597250991862188984 + 0.011166463588686386525552610198321390360605766346366763109945135521617i"
3,-1,0,0.65,"0.00517935399901995351622320183974156737957937472437643016025973784511 + 0.012481882123962663845903107404029795950548166726566699198271639700733i"
3,-1,0,0.7,"0.005333115189280090597837127201496738078940388707796938705515701117339 + 0.013940588538294830606077860293601612655062851571515368698858220935897i"
3,-1,0,0.75,"0.005712477802237413998740150814266037833903346605815008002534698723187 + 0.015587647505640939415622586591697546277290983009118597836087054768122i"
3,-1,0,0.8,"0.00647326938721013456499068180898273713790074976670251506434058339754 + 0.017489358476653526034511453583015340352059676172692731032905426692508i"
3,-1,0,0.85,"0.007868698826116672827698831152559677209414074217190947979380320886115 + 0.019749679272252733826670552896568904665106354489415845359673339144579i"
3,-1,0,0.9,"0.010353774567673954664039447499207938581891020862196486816757589555244 + 0.022548839761669171740084349071659304820945972772471878057701459198065i"
3,-1,0,0.91,"0.011050268559941049163446446816400190915706907290760660940310516495128 + 0.023199903046186999805017596606345061432024839934619124121511773679729i"
3,-1,0,0.92,"0.011836694289220891798585020621590850065151563375541957502093535368914 + 0.023890294369772067665628682133729176004241118530419676111814711940136i"
3,-1,0,0.93,"0.01272773355894546293778606031886603037757079851911591826989506591829 + 0.02462553755517138005448013284716270511330781085063090650806491010994i"
3,-1,0,0.94,"0.01374194119302579140165124287050524287904919559269990485328944236058 + 0.02541256408297581400568157062546219847473368247817202138724354761922i"
3,-1,0,0.95,"0.01490344210999040512971383084822643319119326688250229737818986171408 + 0.02626031123214103377026820403066623910402991295932130925810670743752i"
3,-1,0,0.96,"0.01624481993239285426585379181116250556483127760598836915470118077426 + 0.02718072534127068075679389836949797138806250986998932645330705118744i"
3,-1,0,0.97,"0.01781252439252519031996670637701401277364867325155178609164686498288 + 0.02819060605842073486877427104233915692667719189136530029399357583067i"
3,-1,0,0.98,"0.0196785518075013592918959915647009095880802565730381464176041775451 + 0.0293154991893753115771017460931127213079743578302694954632332985789i"
3,-1,0,0.99,"0.021972828316935265500726605548667637683492819984449573952051842802 + 0.030600157060839548412553040736478534532417736251486318350571103645i"
3,0,0,0.05,"-0.000084877093968264860790301151198491163787420481009806525315738159684699 + 0.000019701888794028416658079100094789236459329463277244568443122290817413i"
3,0,0,0.1,"-0.00033867217695553352180281160340416716573720066587405510119626496756625 + 0.00007911741052855406769282979183730294291942098970095171245181873649451i"
3,0,0,0.15,"-0.00075879891054874045837759848412372669748120693192875318327368179730638 + 0.00017919821455094213316147978018995347073519635927096485396160773859067i"
3,0,0,0.2,"-0.00134067892865956362225712185499406167278898604608350301049076862753371 + 0.00032160666398920563034079226312317270965326923755321406148926671539553i"
3,0,0,0.25,"-0.0020773083404565587069470720651686507221798534809137015528398355963869 + 0.000508840098751189303924207824715384490330252097687821256284037220263i"
3,0,0,0.3,"-0.0029585815702255951266589929445813948241433503845237452155685294001328 + 0.0007444264125220335918563755724376565844692208800152108985566644913598i"
3,0,0,0.35,"-0.003970288515764631927291215666911659107243577230544602355818661718305 + 0.0010332175984054311032918994023176172077200172028415589156637004400035i"
3,0,0,0.4,"-0.0050926514646623063735029850552348344155795946282916089010862417563213 + 0.0013818243903078874692127850270546785017220518847324516388781052106185i"
3,0,0,0.45,"-0.0062981898087247326054316756459015513429747350244772389177324147044925 + 0.0017992618770139788332059832020077621701112161789918492451684843658641i"
3,0,0,0.5,"-0.0075485712265257548462697980511873194752617537846283211884223812953779 + 0.0022979212834697698837632742218621850825906143628314245501579177221044i"
3,0,0,0.55,"-0.0087898858769319392948701552983047550396132456380837884613541869534278 + 0.0028950630723301052372934362648604709728250020418072165244755764068651i"
3,0,0,0.6,"-0.009945382312205087512054601411266014063228375098644028793098569937543 + 0.003615173894334099959164345829473805845537402226121391508024582141578i"
3,0,0,0.65,"-0.010903956174703525896309127302458927002257018395905778078946233924574 + 0.004493815467685923878818918360635496399914699916645454568943817366864i"
3,0,0,0.7,"-0.011501194918095999660934517048925662784186798174714892247809263615026 + 0.005584180554203990895453675274975198303892631013459840858846547767024i"
3,0,0,0.75,"-0.011486604568968662338573868256844112897222074381246720218352720770766 + 0.0069688687465870072924292360771721076572617648102027079271451987196i"
3,0,0,0.8,"-0.010463217630675354677589270560084553516497524701915951341141543757347 + 0.008782534019448433274027232246608150758242532450635510008203787239583i"
3,0,0,0.85,"-0.007766158962980911834576827739340613833128582230892334649517489093491 + 0.011259593613177567980026115243228419410040474645917969402485448342894i"
3,0,0,0.9,"-0.002184573796879319288239024611790171058674764557065186971277795859351 + 0.014848457523023932920405794383574964535590690606793275702453336485509i"
3,0,0,0.91,"-0.000540007623470285922950770125709582842888013395215724062522853857426 + 0.015769767429098065320643961211796532346486025029118695663737010320365i"
3,0,0,0.92,"0.001341896457333079704886813970345170570532771917726365087747576931832 + 0.016783121545530845762102515340132356794896387103700872655666875683918i"
3,0,0,0.93,"0.003498872697046239872334551738384481844831386583068185043871703796759 + 0.017903604180299565832555029900586103543894378076908114084993515153158i"
3,0,0,0.94,"0.005978002779198478296792177020004060372732889770903227622816974071627 + 0.019150067654165879419324030902692061835495608373725143322590212843523i"
3,0,0,0.95,"0.00883957645661562824817666793438487750972544090799909091892746439326 + 0.02054657120266796344305305547969685858906339597584259587859575195444i"
3,0,0,0.96,"0.01216358134666436466813140489580496299293745339025752576494356494629 + 0.0221246983499052963178390952397069265079361120190036779886923752918i"
3,0,0,0.97,"0.01606171264940161472104070612248294505051851276913520711072409009973 + 0.02392764371887525008605668056018206009894884704090784672998406548298i"
3,0,0,0.98,"0.0207030374252907446415939761955084475755863206630990085885083942921 + 0.0260184980364025227397915360226254325253824667180946761997185937724i"
3,0,0,0.99,"0.026384410158594234229398666713910205387525035089644507090403836294 + 0.028501694018319646087932756068364537712478603837105218486184517509i"
3,1,0,0.05,"-0.00136532208817903239854165149581652457094420054552578420627092562825608 - 0.00078725930459875067635685737159773158546577851665002926100989751092192i"
3,1,0,0.1,"-0.00292172924808634333638512324070111807416558139560824965405575045705754 - 0.00157284767883139222202168868105887177908198043099411223376523002740158i"
3,1,0,0.15,"-0.00467649153671965635855297894341058898538532855040870104299807208862024 - 0.00236061300022048678269694873946044524939617407587725136355102735917525i"
3,1,0,0.2,"-0.0066362882447413808820220068830393132806911503176329347531790412286961 - 0.0031549112464529003900190050113846424500851768439912265737652169409068i"
3,1,0,0.25,"-0.0088069433281576893322796139369642486336997206450497324342252316236794 - 0.0039609048551711323095362257280685504073194632434969901953616431792043i"
3,1,0,0.3,"-0.0111929721047460210797336563873605760398669766718343506305430425985384 - 0.0047849735862197973013409792338912866139367134939306900443411204091512i"
3,1,0,0.35,"-0.0137968515434297108107481554743698721840906676923603166602165104566645 - 0.0056353057270643998819954928766116697479508423824215170579781415758517i"
3,1,0,0.4,"-0.0166178710704542440435785060453818114079247244839291394763627396636136 - 0.0065227812500668461067355707226948005479440224998757761889483197531103i"
3,1,0,0.45,"-0.019650326798368320029240461167781059978015117754162444748632591532147 - 0.007462337653816691465705267786645337361724667399047287448649556788456i"
3,1,0,0.5,"-0.022880656001538586272734993057478053139120538749840197782201317798604 - 0.008475157276354401575403302445382283075172852118231466656997604986555i"
3,1,0,0.55,"-0.026282801910927380099982022440856262457540770133590406840792900062803 - 0.00959230361776212494908832508848817596262627396146092380325204915327i"
3,1,0,0.6,"-0.029810501829110260170078087766714739240433747308216761926479859834633 - 0.010861025350118588947421565128629672976933533171305328511664820262807i"
3,1,0,0.65,"-0.033383952666865606334389473524101036001410808757268641125600316665941 - 0.012356227605193601948133364134248875766285631121619354207258074111951i"
3,1,0,0.7,"-0.036865523491460590725610692841984819694605460119209377792524827193271 - 0.014202577797900063972035392742602885044917099341335771658820559157015i"
3,1,0,0.75,"-0.04001225423053659907145103728735676443471972220107509090226189163684 - 0.01662015966007143682629659718085040943158002988748589875906563859279i"
3,1,0,0.8,"-0.04237317769047751738088729252927713596239794067418247894026337795449 - 0.0200271560623287466439372303052545396468667200058296209163132906698i"
3,1,0,0.85,"-0.0430326285811496106548713216810819991422494596848003077921950985811 - 0.02529679108434569022949276831236246191917085431220892508527572435975i"
3,1,0,0.9,"-0.03981119252301701796812457310869020417066981386185790957530305026945 - 0.03449065635319063064444643212766629408840375667280450239106928068977i"
3,1,0,0.91,"-0.03827749600105480841653920710298675709293419552788101751821359411425 - 0.03717699264999041532743389847180563081803914246652858710724309502336i"
3,1,0,0.92,"-0.03626790807694928356594243365634230396970955685873993281676918906349 - 0.04028931915292130273081642282452267392138025429265533373615312256351i"
3,1,0,0.93,"-0.03364973234762262938318655461975020723730019776516453127754814851982 - 0.04392077538512128968331763388633947709997029312402766245645565758907i"
3,1,0,0.94,"-0.03023794330710941767050721587805243782351779337345799153971774602776 - 0.04818707740957261490019935629153554384576939196711539334092749379559i"
3,1,0,0.95,"-0.02576813470297025437133162399769893636235805016204779172745613178944 - 0.05322959475714248347402265586653416152783776097178482021200004902253i"
3,1,0,0.96,"-0.01985295086677779178070996314094835235676039278306230595819154467962 - 0.05921416708537108961282209572562918116142110507057183819302000361707i"
3,1,0,0.97,"-0.01191159114947390200713506310550711896980605606828306879652163217011 - 0.06631754719342272423258465728526468999180284451416599132353701808018i"
3,1,0,0.98,"-0.0010560959128903839375578363556075628128010842674232949416332560584 - 0.0746847460801447474443521395583057284342163602184077283372594640435i"
3,1,0,0.99,"0.014103859574919348276534149579000843147852789160724023721842297333 - 0.084336074040487056153587533073386623841250764911595796790461784542i"
3,2,0,0.05,"-0.00265919768319981873768366041646379066435959497941129953648403067144328 - 0.00162927587622167596926496732529885399239439280319261931363323853016028i"
3,2,0,0.1,"-0.00555897981091209430402925340625206675045569107505644293934585227823848 - 0.00336938090214822438155006097085097674679169786752473196970095692420631i"
3,2,0,0.15,"-0.0087192315263029909251400962756971840360830520103768614743214238152461 - 0.0052368671549775981923107943481562891525154926116802467822945570369665i"
3,2,0,0.2,"-0.0121642949822445327894441494742698607277690400382429890087516815634526 - 0.0072522192392391946462776368848023990469757702912070127358270810450078i"
3,2,0,0.25,"-0.0159244713024498298211514061140791285190493451973580382126191242365885 - 0.0094412116863341093218425841087862184962639154236260716132607035424368i"
3,2,0,0.3,"-0.0200382041995347473938357656056688265971769705373833969475109593912929 - 0.0118368915995386554920527883221594747837208058532768697240305280846915i"
3,2,0,0.35,"-0.0245553355901098707381194710580291225397372722446827209538617883263585 - 0.0144825446833265552110104607641535808583754624490917306504260287794452i"
3,2,0,0.4,"-0.029542093879881265684255223651187631418331147227318512606014918669054 - 0.017436253768280306224354133321266672192027850467550146131919870233151i"
3,2,0,0.45,"-0.035088971930944557082218883179202885756626610206911012906271465400674 - 0.020778122510807582516106181648322370166482052134469593712952792509647i"
3,2,0,0.5,"-0.041323600666072781258373727341433898976051117190184302384576420746221 - 0.024622130310440264007843037401325335082365044399190645366675605509476i"
3,2,0,0.55,"-0.048432625569396333807019588903703520798919932636236865008744438443718 - 0.029136392898837174455183654659614773981928843029960197923029440397184i"
3,2,0,0.6,"-0.056700617611516944224345298519641900893443809443515298083551528300263 - 0.034579481561203548261978072363256696808096949927711814099901483617222i"
3,2,0,0.65,"-0.0665831418082274609962677491868315281882335940435338743932728435361 - 0.041369367326117762504860653181396720876537306659998703505501666159828i"
3,2,0,0.7,"-0.078853336655542390875563211185645107320814021908999692315115133977044 - 0.050223844879142547573194431433416013999336346275648734419283241958856i"
3,2,0,0.75,"-0.09492132811098103715976594868386880831017319756283226974225918458893 - 0.06247325655706551654314155226471210655191971046843864306600227207009i"
3,2,0,0.8,"-0.11760939427287775993245847009318577041817835479141123053978307444319 - 0.08084413837659149894072781834284319999143107810262294940229442733699i"
3,2,0,0.85,"-0.15333235562839839025225663398542270827034277991162860545833265442022 - 0.11177606250047667299123732141192749739336355799977687934199940170647i"
3,2,0,0.9,"-0.21973126742332284698765616740130522447966812845124008887862190955249 - 0.17425764322099162345652424673681295861860448203384820879461148954721i"
3,2,0,0.91,"-0.2405283354912034993383491956961900264132412055456306110642635599418 - 0.1949991282853174199005716457110788100711853353610449825138988742264i"
3,2,0,0.92,"-0.2656058121950628328988788097704447757084435857416639119767050768639 - 0.2207298539911003878735223200324252903526765206519080136606145717878i"
3,2,0,0.93,"-0.2963745247912630560218712223607769487524543105008950615947461375917 - 0.2533884920073912723626173839386598800204257295652465880306327819546i"
3,2,0,0.94,"-0.3349084811114324997924650841790532758512249697597563668399448813399 - 0.2960392240914880793174651980629603672806479613279727981930539435864i"
3,2,0,0.95,"-0.3843667975038179397162379118124598221465241629842308825052171370531 - 0.3538240917457423423109843573879550004560008248483342514040042441694i"
3,2,0,0.96,"-0.4497499795279967470776389643054315650996871102840998629574200911803 - 0.4360867426642081978360097663125713806143015255410253984546637585408i"
3,2,0,0.97,"-0.5392138735459213198224597666940256292206257528558414720405624780513 - 0.5618028337281128088882016370573756796531686921063048860786902018924i"
3,2,0,0.98,"-0.665364864177790331901860331522230751260310202707679428501356082635 - 0.776505234636337937770116220487408511430421182968534175480681537983i"
3,2,0,0.99,"-0.82883137821783286942042694115050798715682294575733132877046723372 - 1.22368955068224799886006552807910963253622278242303093792809100399i"
3,3,0,0.05,"-0.00396627315965654577511917735806442484061559134391310748174493846795306 - 0.00250724614065959476139984138397705132432648229239552550881566025952589i"
